CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Nepal,NPL,20200906,20210301,C5: Close public transport,1,1,"The government has loosened the lockdown in the Kathmandu Valley, permitting 50% occupancy in taxis and buses. However, note that some long-distance public transport will only be allowed to operate after September 16. See: https://np.usembassy.gov/covid-19-information-2/ (web archive unavailable, accessed 17th September 2020)"
Nepal,NPL,20200906,20210613,H6: Facial Coverings,4,1,"The government of Nepal has announced that members of the public found outdoors without a mask can be and have been arrested and fined. This seems like a nationwide measure. See: https://np.usembassy.gov/covid-19-information-2/ (web archive unavailable, accessed 17th September 2020)"
Nepal,NPL,20200914,20210119,C8: International travel controls,3,,"'The government announced September 14 that all land ports of entry into Nepal remain closed through midnight the night of October 16. There are a limited number of border points through which returning Nepali citizens are allowed entry.' Still, 'no foreigners are permitted entry to Nepal at this time. The government of Nepal has approved exceptions for diplomatic, international organization, and some international non-governmental organization personnel'.    https://archive.vn/aRG9f    Since only limited types of foreigners could enter the country, the index should change from [4] to [3], rather than [2], on 2 September?"
Nepal,NPL,20201009,20201123,C1: School closing,3,0,"Some Nepal schools reopen after seven months with measures such as starting 'the classes from Sunday in two shifts following all the healthy protocols'.    https://web.archive.org/web/20201022083721/https://timesofindia.indiatimes.com/home/education/news/covid-19-few-nepal-schools-reopen-after-seven-months/articleshow/78376474.cms"
Nepal,NPL,20201009,20210412,C2: Workplace closing,1,1,"Most businesses, stores, restaurants, and hotels have resumed normal operations.    https://web.archive.org/web/20201020230202/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20201009,20210301,C6: Stay at home requirements,1,1,"Most businesses, stores, restaurants, and hotels have resumed normal operations.  The Government of Nepal has authorized local authorities to impose lockdowns within their jurisdictions. Limited lockdowns in Pokhara and many towns in the Terai remain possible.  If you must travel locally, please inquire about local conditions.  "
Nepal,NPL,20201009,20210301,C7: Restrictions on internal movement,1,1,"The government of Nepal loosened the lockdown in the Kathmandu Valley. However, the government implemented an alternating day even/odd system for the movement of private vehicles based on the last number of the vehicle’s license plate.  Limited long-range public bus transportation  is allowed to operate at 50% capacity and is subject to strict COVID mitigation measures.  The government announced that trekking routes may be opened beginning October 17. Travelers must present negative PCR test results to be eligible for trekking and may be subject to quarantine."
Nepal,NPL,20201009,20201109,H2: Testing policy,1,,"Several government designated hospitals offer COVID-19 testing. Individuals must pay the cost testing, which has been mandated by the government at Rs. 2,200.  Reports of private hospitals  charging the previous maximum of Rs. 4,400 have been reported."
Nepal,NPL,20201009,20211004,H3: Contact tracing,1,,"The city has formed five teams for contact tracing for Kathmandu’s 32 wards. Each team should consist of three members—a lab technician, a public health officer and a paramedic—as per the Health Ministry’s guidelines. But there are only two people in a team due to the lack of personnel.  Contact tracing is key, but a lack of human resource is making it ineffective.    https://web.archive.org/web/20201022094445/https://kathmandupost.com/health/2020/08/14/contact-tracing-is-key-but-a-lack-of-human-resource-is-making-it-ineffective"
Nepal,NPL,20201110,20210930,H2: Testing policy,2,,"Nepal, which has poor health infrastructure, says it has testing facilities for 23,000 samples, but on an average fewer than 15,000 tests are conducted daily  https://web.archive.org/web/20210418203536/https://www.reuters.com/article/us-health-coronavirus-nepal/nepal-to-provide-free-covid-19-tests-and-treatment-as-cases-surge-idINKBN27Q0QA"
Nepal,NPL,20201124,20210210,C1: School closing,2,0,"A Spokesperson at the MoEST Dipak Sharma said most schools will resume classes from November 24 for board examination of grade 12. “The government has made all necessary preparations to resume classes in schools following health safety protocols,” he added.    https://web.archive.org/web/20201130170416/https://myrepublica.nagariknetwork.com/news/schools-to-reopen-after-chhath-festival/"
Nepal,NPL,20201221,20210412,H7: Vaccination policy,1,1,"Nepal has written to India, requesting to procure COVID-19 vaccines to inoculate around 20 per cent of its population, the Kathmandu Post reported.    Nepal will pay for the vaccines it sources through India, the paper added.  Actual groups have not been mentioned.  https://web.archive.org/web/20210103220831/https://www.ndtv.com/india-news/nepal-requests-india-to-procure-covid-vaccines-for-20-citizens-report-2345724"
Nepal,NPL,20210101,20210412,H8: Protection of elderly people,1,1,"https://web.archive.org/web/20210411223511/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210120,20210503,C8: International travel controls,2,,"https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210127,20210906,V1: Vaccine Prioritisation,1,,"The Ministry of Health and Population (MoHP) followed the principles of health equity and ethics by prioritizing   1. frontline health and   2. sanitation workers, ambulance drivers and hearse drivers (dead body handlers) in the first phase of vaccination. (Other High contact Proffesion)    Although the government initially planned to vaccinate around 430?000 individuals in the first round alone (with an equal number of individuals getting their second dose after 28 days), only 184?857 individuals received their first dose as of 6 February. With the available stock of vials, MoHP is now inoculating the remaining     4. frontline health and care workers, (Frontline when not specified)  5. security personnel, (Police and first responders)  6. elderly people taking refuge at elderly shelters and   7. inmates in the second round of vaccination drive.     The MoHP has issued a public notice to vaccinate all health professionals registered with respective professional councils.     8. Journalists, (Other High contact Proffesion)  9. diplomats and government administrators are also on the priority list (Other High contact Proffesion)    With the partial success of the first phase of the COVID-19 immunization program, the government prepares to expand it to the   10. aging population (55 years and above) and   11. chronic disease patients in the second phase.     Similarly, the target group for the third phase would be the   12. individuals between 40 and 55 years of age, later expanding the coverage to the remaining population in the fourth phase of vaccination.     Source:  https://web.archive.org/web/20210905082302/https://academic.oup.com/jtm/article/28/4/taab027/6154673      **Nepal began administration of COVID-19 vaccines on 27 January 2021.     Around 430,000 frontline workers–health workers, supporting staffers at health facilities, female community health volunteers, security personnel, sanitation workers, elderly people living in care homes, and prisoners–were listed as priority groups for vaccination.    After the first round of the first phase was completed, the government said journalists and diplomatic staff could take the jabs. When the government announced that the first phase was completed on 5 March, as many as 438,000 had received their first dose    The day the second phase of vaccination was started 348,000 doses of Covishield arrived in Nepal under the World Health Organisation-backed COVAX facility. The government said all the citizens above 65 years of age would be inoculated. The public response was quite encouraging. In the second phase, around 1.3 million people were inoculated across the country.[    Source:  https://web.archive.org/web/20210905071603/https://en.wikipedia.org/wiki/COVID-19_vaccination_in_Nepal  "
Nepal,NPL,20210127,20210208,V2: Vaccine Availability,1,,"**Nepal began the administration of COVID-19 vaccines on 27 January 2021.   Around 430,000 frontline workers–health workers, supporting staffers at health facilities, female community health volunteers, security personnel, sanitation workers, elderly people living in care homes, and prisoners–were listed as priority groups for vaccination.    After the first round of the first phase was completed, the government said journalists and diplomatic staff could take the jabs. When the government announced that the first phase was completed on 5 March, as many as 438,000 had received their first dose    The day the second phase of vaccination was started 348,000 doses of Covishield arrived in Nepal under the World Health Organisation-backed COVAX facility. The government said all the citizens above 65 years of age would be inoculated. The public response was quite encouraging. In the second phase, around 1.3 million people were inoculated across the country.[    Source:  https://web.archive.org/web/20210905071603/https://en.wikipedia.org/wiki/COVID-19_vaccination_in_Nepal    **Nationwide vaccination campaign started at the end of January 2021 with operational committees and task forces formed at all levels - federal, province, districts, and local level (palika, municipality). Nepal launched the COVID-19 vaccination campaign on 27 January 2021 and so far, has delivered 2.48 million vaccine doses vaccinating 6.95% of the total population with the first dose, and 1.2% with the second dose of COVID-19 vaccines.     Source:  https://web.archive.org/web/20210905074652/https://www.who.int/about/accountability/results/who-results-report-2020-mtr/country-story/2020/nepal-story-on-covid-19-vaccine-deployment-a-good-start    **Nepal begins first phase of Covid-19 vaccination drive:  The first phase of immunisation is taking place as per the Health Ministry’s plan to inoculate people in a staggered manner based on priority.  After the frontline and healthcare workers, those above 55 years are the priority, as Covid-19 death rate in this age group has been reported to be the highest. Everyone between 40 and 55 years will be immunised in the third phase and the remaining population will be inoculated in the fourth round.  According to the Health Ministry, 9,084 people were vaccinated at 93 immunisation centres in 64 districts throughout the country on Wednesday.  Source: published Jan 28th, 2021  https://web.archive.org/web/20210905083158/https://kathmandupost.com/health/2021/01/27/nepal-begins-first-phase-of-vaccination-drive-against-covid-19  "
Nepal,NPL,20210127,20210208,V3: Vaccine Financial Support,5,,"Nationwide vaccination campaign started at the end of January 2021 with operational committees and task forces formed at all levels - federal, province, districts, and local level (Palika, municipality). Nepal launched the COVID-19 vaccination campaign on 27 January 2021 and so far, has delivered 2.48 million vaccine doses vaccinating 6.95% of the total population with the first dose, and 1.2% with the second dose of COVID-19 vaccines. The government is covering the costs of vaccines and has plans to procure more.    Source:  https://web.archive.org/web/20210905074652/https://www.who.int/about/accountability/results/who-results-report-2020-mtr/country-story/2020/nepal-story-on-covid-19-vaccine-deployment-a-good-start    https://web.archive.org/web/20210905071603/https://en.wikipedia.org/wiki/COVID-19_vaccination_in_Nepal"
Nepal,NPL,20210209,20210819,V2: Vaccine Availability,1,,"Feb 9,2021  Nepal begins second phase of inoculations with Indian made vaccine against COVID-19    https://web.archive.org/web/20210905081547/https://www.aninews.in/news/world/asia/nepal-begins-second-phase-of-inoculations-with-indian-made-vaccine-against-covid-1920210209125924/    "
Nepal,NPL,20210209,20210819,V3: Vaccine Financial Support,5,,"Nationwide vaccination campaign started at the end of January 2021 with operational committees and task forces formed at all levels - federal, province, districts, and local level (Palika, municipality). Nepal launched the COVID-19 vaccination campaign on 27 January 2021 and so far, has delivered 2.48 million vaccine doses vaccinating 6.95% of the total population with the first dose, and 1.2% with the second dose of COVID-19 vaccines. The government is covering the costs of vaccines and has plans to procure more.    Source:  https://web.archive.org/web/20210905074652/https://www.who.int/about/accountability/results/who-results-report-2020-mtr/country-story/2020/nepal-story-on-covid-19-vaccine-deployment-a-good-start    https://web.archive.org/web/20210905071603/https://en.wikipedia.org/wiki/COVID-19_vaccination_in_Nepal    "
Nepal,NPL,20210210,20210215,E1: Income support,0,,
Nepal,NPL,20210211,20210418,C1: School closing,1,1,"Government restrictions are haphazard and not enforced. Events are proceeding. t’s as if nothing has happened. The nightclubs are crowded. Schools and colleges are reopening. Sports venues are full. It doesn’t seem like there is any Covid,” says Sameer Mani Dixit, a public health specialist. “It defies logic.”  https://web.archive.org/web/20210309002148/https://www.theguardian.com/global-development/2021/feb/11/its-as-if-theres-no-covid-nepal-defies-pandemic-amid-a-broken-economy"
Nepal,NPL,20210211,20210428,C3: Cancel public events,1,1,"Government restrictions are haphazard and not enforced. Events are proceeding. t’s as if nothing has happened. The nightclubs are crowded. Schools and colleges are reopening. Sports venues are full. It doesn’t seem like there is any Covid,” says Sameer Mani Dixit, a public health specialist. “It defies logic.”  https://web.archive.org/web/20210309002148/https://www.theguardian.com/global-development/2021/feb/11/its-as-if-theres-no-covid-nepal-defies-pandemic-amid-a-broken-economy"
Nepal,NPL,20210216,20210607,E1: Income support,1,1,
Nepal,NPL,20210302,20210428,C4: Restrictions on gatherings,0,,"https://web.archive.org/web/20210309002148/https://www.theguardian.com/global-development/2021/feb/11/its-as-if-theres-no-covid-nepal-defies-pandemic-amid-a-broken-economy"
Nepal,NPL,20210302,20210428,C5: Close public transport,0,,"https://web.archive.org/web/20210304090709/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210302,20210428,C6: Stay at home requirements,0,,"https://web.archive.org/web/20210304090709/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210302,20210412,C7: Restrictions on internal movement,0,,"https://web.archive.org/web/20210304090709/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210413,20210428,C2: Workplace closing,0,,"https://web.archive.org/web/20210419202615/https://np.usembassy.gov/covid-19-information-2/  Most businesses, stores, restaurants, and hotels have resumed normal operations  Note: Nepal's Prime Minister did speculate a possibility of upcoming lockdowns as cases surge; however no such lockdowns have been imposed as of Apr 20, 2021: https://web.archive.org/web/20210420133500/https://in.news.yahoo.com/nepal-pm-warns-lockdown-covid-071929853.html  "
Nepal,NPL,20210413,20210428,C7: Restrictions on internal movement,1,0,"""Is a curfew in place? No.  Are there restrictions on intercity or interstate travel? Not currently, but restrictions remain possible in many locations.  Check local conditions before travelling.  Limited long-range public bus transportation is allowed to operate at 50% capacity and is subject to strict COVID mitigation measures.  The Kathmandu District Administration Office (DAO) as of April 5 has mandated that all travelers entering the district undergo an antigen test for COVID-19, with a positive antigen test result requiring a follow-on PCR test. ""  https://web.archive.org/web/20210419202615/https://np.usembassy.gov/covid-19-information-2/    Note: i am coding C7 as a 1T  (Reviewers should verify/validate this code): while internal movement continues, in limited regions (like Katmandu valley) COVID tests are required, long distance travel is limited to 50% and local authorities do have the capability to lockdown movement if they deem necessary. As such, these factors suggest that at the very least, there are some recommended restrictions in some parts of the country w.r.t. internal movement. "
Nepal,NPL,20210413,20210511,H7: Vaccination policy,2,1,"A;C  AstraZeneca (while Nepal has stockpiles of Sinovax, it is unclear if it is administering that vaccine just yet.)     March 1 2021: https://web.archive.org/web/20210309002752/https://globalvoices.org/2021/03/01/nepals-progressive-covid-19-vaccine-campaign-plagued-by-infodemic/  ""Starting March 7, 3.7 million Nepalis over 55, 12 per cent of the total population, will get their shots against SARS-CoV-2 in the second phase. Teachers, students and bus drivers will be included in this phase.""    https://web.archive.org/web/20210420141539/https://kathmandupost.com/health/2021/02/18/all-people-above-55-years-old-to-get-vaccine-in-the-second-phase-of-campaign  ""People above 55 years of age are likely to be vaccinated against Covid-19 in the second phase of immunisation drive, as the government is set to secure sufficient doses of vaccines.  The Ministry of Health and Population has been preparing for the second phase of the immunisation drive at the community level from March 7.""    Feb 7 2021: ""Nepal approves Chinese COVID-19 vaccine, to make first purchases from India"" https://web.archive.org/web/20210420140158if_/https://www.reuters.com/article/us-health-coronavirus-nepal-vaccine-idUSKBN2AI0FR"
Nepal,NPL,20210413,20210426,H8: Protection of elderly people,0,,"Mimicking C6 for this code. And also coding this as 0 given the general lack of restrictions to public life in Nepal. Access to shops, malls, theatres continue without restrictions; and the govt has no stay at home orders of any kind despite rising case numbers.    https://web.archive.org/web/20210419202615/https://np.usembassy.gov/covid-19-information-2/    Note: Nepal's Prime Minister did speculate a possibility of upcoming lockdowns as cases surge; however no such lockdowns have been imposed as of Apr 20, 2021: https://web.archive.org/web/20210420133500/https://in.news.yahoo.com/nepal-pm-warns-lockdown-covid-071929853.html"
Nepal,NPL,20210414,20210524,E2: Debt/contract relief,0,,"The implementation of the policy on interest is not likely to be seen clearly until 25 May.  https://web.archive.org/web/20210703072724/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#N"
Nepal,NPL,20210419,20210725,C1: School closing,3,1,"https://web.archive.org/web/20210420125318/https://www.aninews.in/news/world/asia/nepal-to-close-all-schools-in-urban-areas-till-may-14-in-wake-of-rising-covid-19-cases20210419133107/    ""Kathmandu [Nepal], April 19 (ANI): An emergency ministerial meeting of Nepal Cabinet on Monday decided to close all the educational institutions of urban areas till May 14 in the wake of rising COVID-19 cases.  The information about the closure of schools in urban areas was shared by a sitting minister.  ""Meeting has decided to close the schools and colleges till end of Baisakh (May 14). Along with the educational institutions other services which brings on more people at one place also has been asked to close,"" Prabhu Shah, a sitting Minister in cabinet of Prime Minister KP Sharma Oli told ANI over phone."""
Nepal,NPL,20210427,20210503,H8: Protection of elderly people,1,1,"People aged 60 years are recommended not to go out from home and if necessary, they need to follow public health guidelines strictly.  Page 12, point 22(f).  This is a short term government policy document released on 19 April 2021 and is to be practiced until 14 May 2021.http://rajpatra.dop.gov.np/welcome/book/?ref=24447&fbclid=IwAR1kOU6Eciuqlg07bp5GXHBlyVh1kwLdr3tiKR4DSNb3iEg6eLnhrxkXvbI"
Nepal,NPL,20210429,20210607,C2: Workplace closing,3,1,"All the workplace prohibited to be opened except the essential ones from April 29.  https://www.aljazeera.com/news/2021/4/29/nepal-starts-15-day-covid-lockdown-as-infections-spike"
Nepal,NPL,20210429,20210830,C3: Cancel public events,2,1,"Public events are required to be conducted virtually from   and if physical attendance is necessary then less than 25 people can attend an event following all public health measures.  Page 3, point 7  60yrs are recommended not to come out of home and if necessary to follow strict public health guidelines.  Page 12, point 22(f) This is the government short-term policy document, so this could not be archived ( http://rajpatra.dop.gov.np/welcome/book/?ref=24447&fbclid=IwAR1kOU6Eciuqlg07bp5GXHBlyVh1kwLdr3tiKR4DSNb3iEg6eLnhrxkXvbI) This page could not be archived."
Nepal,NPL,20210429,20210524,C4: Restrictions on gatherings,3,1,"Gathering of more than 25 people restricted from April 29.  https://web.archive.org/web/20210503171003/https://www.garda.com/crisis24/news-alerts/471666/nepal-officials-to-impose-tighter-restrictions-in-kathmandu-valley-april-29-through-may-5-update-40"
Nepal,NPL,20210429,20210613,C5: Close public transport,2,1,"Public vehicles are not allowed to run from April 29.  https://web.archive.org/web/20210430145905/https://kathmandupost.com/money/2021/04/28/explained-nepal-s-lockdown-2-0-new-covid-curbs-on-travel"
Nepal,NPL,20210429,20210607,C6: Stay at home requirements,3,1,"Shopping essential items are allowed only in fixed time.  https://web.archive.org/web/20210503171003/https://www.garda.com/crisis24/news-alerts/471666/nepal-officials-to-impose-tighter-restrictions-in-kathmandu-valley-april-29-through-may-5-update-40"
Nepal,NPL,20210429,20210628,C7: Restrictions on internal movement,2,1,"Internal movement of people from one place to other restricted in second lockdown, from April 29.  https://web.archive.org/web/20210430145905/https://kathmandupost.com/money/2021/04/28/explained-nepal-s-lockdown-2-0-new-covid-curbs-on-travel  Domestic flights are being operated on schedule.  https://www.aljazeera.com/news/2021/4/29/nepal-starts-15-day-covid-lockdown-as-infections-spike"
Nepal,NPL,20210504,20210531,C8: International travel controls,3,,"Twenty-two points of entry along the India-Nepal border have been closed and all domestic and international flights have been suspended, with the exception of two weekly flights from the Indian capital of New Delhi.  https://archive.vn/z4xCQ"
Nepal,NPL,20210504,20220206,H8: Protection of elderly people,2,1,"One of the groups targeted for vaccines.   https://web.archive.org/web/20210524115037/https://news.sky.com/story/covid-19-hospitals-run-out-of-beds-soldiers-take-over-as-undertakers-as-nepal-battles-second-wave-of-pandemic-12314041"
Nepal,NPL,20210512,20210725,H7: Vaccination policy,3,1,"It is very difficult to know when and which groups were eligible for vaccination. At least at the time this article was published, more than three groups seemed to have been prioritised, so I have assumed 3G.  https://archive.ph/vKocI"
Nepal,NPL,20210525,20210607,C4: Restrictions on gatherings,4,1,"There is complete lockdown, so  gatherings are restricted.  https://web.archive.org/web/20210608162701/https://www.garda.com/crisis24/news-alerts/483161/nepal-officials-extend-covid-19-control-measures-in-kathmandu-valley-until-at-least-june-3-update-45"
Nepal,NPL,20210525,20211122,E2: Debt/contract relief,1,,"https://web.archive.org/web/20210703072724/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#N"
Nepal,NPL,20210601,20220110,C8: International travel controls,2,,"Internal travel resumed from June 1 with limited passengers.  Foreigners above five years of age must present a negative (RT-PCR) COVID-19 test result within 72 hours before departure; vaccinated travelers may carry certificates confirming completion of vaccination instead. Additionally, foreign entrants must have a hotel booking, a barcode from completing the requisite online form at the COVID-19 Crisis Management Center (CCMC) portal, and travel insurance.   https://web.archive.org/web/20210607163717/https://www.garda.com/crisis24/news-alerts/485151/nepal-officials-to-allow-limited-international-flights-to-resume-from-june-1-officials-modifying-covid-19-entry-restrictions-update-46"
Nepal,NPL,20210608,20210621,C2: Workplace closing,3,0,"Officials have also closed most nonessential businesses in Kathmandu valley. Authorized shops, mainly selling essential items, may operate 06:00-09:00 AM. Banks and financial institutions are also limiting operations.  https://web.archive.org/web/20210614201545/https://www.garda.com/crisis24/news-alerts/486226/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-14-update-47"
Nepal,NPL,20210608,20210613,C4: Restrictions on gatherings,4,0,"Nonessential gatherings are banned in the Kathmandu Valley.   https://web.archive.org/web/20210614201545/https://www.garda.com/crisis24/news-alerts/486226/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-14-update-47"
Nepal,NPL,20210608,20210628,C6: Stay at home requirements,2,0,"Individuals in the region are only allowed to leave their homes for specific purposes, such as working in essential industries, seeking medical care, or purchasing essential goods.  https://web.archive.org/web/20210614201545/https://www.garda.com/crisis24/news-alerts/486226/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-14-update-47"
Nepal,NPL,20210608,20221017,E1: Income support,1,0,"No policy seemed to change"
Nepal,NPL,20210614,20210703,C4: Restrictions on gatherings,4,1,"Authorities have banned all social and public gatherings.    Link: https://web.archive.org/web/20210621125207/https://www.garda.com/crisis24/news-alerts/490101/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-21-update-48"
Nepal,NPL,20210614,20210628,C5: Close public transport,2,0,"Transport services are operational with limited passenger capacity in some areas. In the Kathmandu valley, public and private transport remains suspended; only vehicles used for essential functions and permitted cargo transport are allowed on roads. Personal vehicles are permitted in the Kathmandu valley on an odd/even day basis.    Link: https://web.archive.org/web/20210621125207/https://www.garda.com/crisis24/news-alerts/490101/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-21-update-48    https://web.archive.org/web/20210621124848/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210614,20210621,H6: Facial Coverings,3,1,"Residents must wear protective face coverings and adhere to social distancing guidelines while in public. However, some reporting suggests that enforcement and adherence are generally poor. Violators of COVID-19 controls may face arrest and/or fines up to NPR 500,000.    Link: https://web.archive.org/web/20210621125207/https://www.garda.com/crisis24/news-alerts/490101/nepal-officials-extend-covid-19-controls-in-kathmandu-valley-through-june-21-update-48    https://web.archive.org/web/20210621124848/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210622,20210725,C2: Workplace closing,2,0,"According to the U.S. Embassy in Nepal, during the lockdown period for Kathmandu Valley ending June 28, operational hours for grocery stores limited to hours between 07:00 hours to 11:00 hours, and pharmacies and health related shops are permitted to operate under normal hours. Other businesses are permitted to open on alternate days.  Some banks and certain government offices remain open.    According to gov.uk travel advice, local administrations may have their own, more strict policy in place. Entertainment centres such as cinema halls and dance bars, health clubs and swimming clubs, salons, beauty parlours, spas, libraries, zoos, and museums are likely still closed.    https://web.archive.org/web/20210621124848/https://np.usembassy.gov/covid-19-information-2/  https://web.archive.org/web/20210703063800/https://np.usembassy.gov/covid-19-information-2/  https://web.archive.org/web/20210703071749/https://www.gov.uk/foreign-travel-advice/nepal/coronavirus"
Nepal,NPL,20210622,20220206,H6: Facial Coverings,4,1,"According the the U.S. Embassy in Nepal, masks are required all times outdoors. Noncompliance is subject to arrest and a fine.    https://web.archive.org/web/20210621124848/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210629,20210703,C5: Close public transport,1,0,"According to the U.S. Embassy in Nepal, as of June 29, 2021, public transport and personal vehicles, including taxis, are now permitted in the Kathmandu valley on an odd/even day basis. Public vehicles are permitted to operate between 6:00 and 19:00.  Additional restrictions remain possible in other locations.     https://web.archive.org/web/20210703063800/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210629,20210703,C6: Stay at home requirements,1,0,"According to the U.S. Embassy in Nepal, as of June 29, 2021, lockdown restrictions remain in place in Kathmandu and are effective through July 5, 2021. There is no formal curfew, however the government advising people to stay home as much as possible. Grocery Stores may operate from 7:00 to 18:00, while other businesses may operate from 11:00 to 18:00. Pharmacies and health related shops are allowed operate under normal hours, and banks and government offices remain open. The lockdown in the Kathmandu Valley area was set to June 28 and further policy is unknown.     According to gov.uk travel advice, local administrations may have their own, more strict policy in place.    https://web.archive.org/web/20210703063800/https://np.usembassy.gov/covid-19-information-2/    https://web.archive.org/web/20210703071749/https://www.gov.uk/foreign-travel-advice/nepal/coronavirus"
Nepal,NPL,20210629,20210703,C7: Restrictions on internal movement,2,0,"According to the U.S. Embassy in Nepal, as of June 29, 2021, all entrants to Kathmandu Valley are required to quarantine for 10 days. Public transport and personal vehicles, including taxis, are permitted in the Kathmandu valley on an odd/even day basis. Public vehicles are permitted to operate between 6:00 and 19:00.  Additional restrictions remain possible in many locations.    https://web.archive.org/web/20210703063800/https://np.usembassy.gov/covid-19-information-2/"
Nepal,NPL,20210704,20210725,C4: Restrictions on gatherings,3,1,"There has been a slow relaxation of restrictions across the country. Bans on gatherings do exist, but the wording of the government advice would suggest some leeway is permitted - the Government seems focused on preventing gatherings in cinemas, pools, religious centres etc. rather than simply a small number of people gathering.    [ https://web.archive.org/web/20210720072326/https://reliefweb.int/sites/reliefweb.int/files/resources/DCA_SITREP%20July%2020.pdf ]"
Nepal,NPL,20210704,20220206,C5: Close public transport,1,1,"Per a news article published on July 24th, Public transport bans have now been lifted however medical professionals still recommend that little public transport is undertaken. [ https://web.archive.org/web/20210725180140/https://kathmandupost.com/national/2021/07/24/ban-on-long-route-transport-lifted-amid-virus-concerns ]"
Nepal,NPL,20210704,20210725,C6: Stay at home requirements,0,,"By the 25th of July, lockdown measures should be lifted in full. In keeping with this, measures have been relaxed throughout the month of July, with restrictions primarily being placed on large potential gathering sites (Cinemas, pools etc.), with nothing being said of people staying at home.     [ https://web.archive.org/web/20210720223326/https://reliefweb.int/report/nepal/nepal-covid-19-response-situation-report-no-09-20-july-2021 ] "
Nepal,NPL,20210704,20210815,C7: Restrictions on internal movement,0,,"Despite some outrage from Nepalese medical professionals, long range public transport is now permitted in Nepal, allowing total freedom of movement between districts.    [ https://web.archive.org/web/20210725180140/https://kathmandupost.com/national/2021/07/24/ban-on-long-route-transport-lifted-amid-virus-concerns ]"
Nepal,NPL,20210726,20210830,C1: School closing,3,0,"Schools in the Kathmandu Region remain closed for the time being. [ https://web.archive.org/web/20210814222953if_/https://www.livemint.com/news/world/nepal-covid-19-lockdown-extended-in-kathmandu-valley-till-11-august-11628007665860.html ] "
Nepal,NPL,20210726,20210830,C2: Workplace closing,2,1,"Certain industries may open, however many public services remain closed [ https://web.archive.org/web/20210814222953if_/https:/www.livemint.com/news/world/nepal-covid-19-lockdown-extended-in-kathmandu-valley-till-11-august-11628007665860.html ]  "
Nepal,NPL,20210726,20210830,C4: Restrictions on gatherings,4,1,"Meetings are currently banned – this reverses a recent Government decision which briefly permitted 25 people to meet in seminars and training exercises.    [ https://web.archive.org/web/20210814222953if_/https:/www.livemint.com/news/world/nepal-covid-19-lockdown-extended-in-kathmandu-valley-till-11-august-11628007665860.html ]  "
Nepal,NPL,20210726,20220206,C6: Stay at home requirements,1,1,"People are currently allowed outside their homes if they follow restriction guidelines.       https://web.archive.org/web/20210814222953if_/https:/www.livemint.com/news/world/nepal-covid-19-lockdown-extended-in-kathmandu-valley-till-11-august-11628007665860.html ]  "
Nepal,NPL,20210726,20211004,H7: Vaccination policy,4,1,"The Nepalese Government has recently been given 4 million doses of Moderna to distribute - all people over the age of 12 are now eligible. [ https://web.archive.org/web/20210815162139/https://www.business-standard.com/article/international/nepal-govt-to-get-4-million-moderna-covid-19-vaccines-under-gavi-121081301994_1.html ]"
Nepal,NPL,20210816,20210930,C7: Restrictions on internal movement,1,1,"No further restrictions on internal movement until August 24th  https://web.archive.org/web/20210823192007/https://kathmandupost.com/national/2021/08/20/even-experts-find-the-idea-of-smart-lockdown-puzzling"
Nepal,NPL,20210820,20210906,V2: Vaccine Availability,1,,"**Kathmandu Metropolitan City is administrating Vero Cell Covid-19 vaccine to people aged 40 years and above, and to 10+2 students who have reached 18 years, from Friday.Likewise, all students who have received their examination admit cards in a bid to sit in Tribhuvan University exams, will also receive the vaccines. The vaccination drive has been scheduled for Friday, Saturday and Tuesday.  Source Aug 20, 2021  https://web.archive.org/web/20210906151318/https://thehimalayantimes.com/kathmandu/kathmandu-metropolis-inoculating-2-students-above-18-  years-from-today-40-population-to-get-vaccinated-too    **Aug 9, 2021  Nepal's elderly get second Covid-19 vaccine shots after months-long wait.  https://web.archive.org/web/20210905092157/https://www.france24.com/en/live-news/20210809-nepal-s-elderly-get-second-covid-19-vaccine-shots-after-months-long-wait  "
