CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Greece,GRC,20200309,20200504,C3: Cancel public events,2,1,"Suspend any conference event on the territory for the next 4 weeks, suspend all school excursions within the country for 2 weeks, bans conferences.  https://web.archive.org/web/20200504091748/https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6794-anakoinwsh-newn-metrwn-gia-thn-prostasia-ths-dhmosias-ygeias  "
Greece,GRC,20200310,20200510,C1: School closing,3,1,"Greek Health Minister Vassilis Kikilias announced on Tuesday that all of the country’s schools and universities will remain closed for the next fourteen days.  https://web.archive.org/web/20200503181310/https://greece.greekreporter.com/2020/03/10/greece-closes-all-schools-and-universities-for-two-weeks-amid-coronavirus-fears/  "
Greece,GRC,20200312,20200504,C2: Workplace closing,2,1," Greece reported its first fatality from a coronavirus infection on Thursday as it extended a closure of schools to include cinemas, theaters and nightclubs to help prevent a spread of the disease.  https://web.archive.org/web/20200504083907/https://www.reuters.com/article/us-health-coronavirus-greece-death/greece-reports-first-coronavirus-death-shuts-cinemas-gyms-idUSKBN20Z0SE?feedType=RSS&feedName=worldNews  "
Greece,GRC,20200314,20200928,C5: Close public transport,1,1,"Government Announces “Public transport is limited, but not closed: “As you also know, with announcements made this morning, public transport should operate as low as possible.”     https://web.archive.org/web/20200504093311/https://eody.gov.gr/enimerosi-diapisteymenon-syntakton-ygeias-apo-ton-ekprosopo-toy-ypoyrgeioy-ygeias-gia-to-neo-koronoio-kathigiti-sotiri-tsiodra/  "
Greece,GRC,20200314,20200614,C8: International travel controls,3,,"Greece said on Saturday it banned all flights that were still operating to and from Italy, excluding cargo and sanitary ones.  https://web.archive.org/web/20200504102339/https://www.reuters.com/article/us-health-coronavirus-greece-death/greece-reports-two-more-coronavirus-fatalities-suspends-all-flights-to-italy-idUSKBN2110H1  "
Greece,GRC,20200318,20200504,C4: Restrictions on gatherings,4,1,"Greece bans gatherings of more than 10 people and will impose administrative fines to each person above the cap, head of Civil protection Nikos Hardalias announced on Wednesday afternoon. Government spokesman Stelios Petsas clarified that the ban refers to gatherings not only outside but also inside. “there cannot be that there is such a ban and 10-15 people gather in a home,” he said stressing that “it is the crowding that has to be avoided to contain the virus spread.”    /web/20200426121631/https://www.aljazeera.com/news/2020/04/greece-flattened-coronavirus-curve-200407191043404.html     /web/20200426122214/https://www.keeptalkinggreece.com/2020/03/18/coronavirus-greece-ban-gatherings-of-more-than-10-people-fines-restrictions/ "
Greece,GRC,20200318,20200324,E1: Income support,1,0,"All employees whose contract of employment is temporarily suspended will receive compensation of EUR 800. The State will fully cover the insurance, pension and health rights of said workers and their social security contributions on the basis of their total nominal wages. See (unable to archive link): https://www.pwc.com/gx/en/services/tax/navigate-the-tax-measures-in-response-to-Covid-19.html?c=Greece&workforce=individual-and-employment-taxes"
Greece,GRC,20200321,20200322,C7: Restrictions on internal movement,2,0,"Shipping Minister Giannis Plakiotakis announced on Friday that only permanent residents and supply trucks will be allowed to travel to the Aegean islands, in a bid to ban the unnecessary movement of people within the country and halt the spread of the new coronavirus.  The ban will come into force from 6 a.m. this Saturday  https://web.archive.org/web/20200504094657/https://www.ekathimerini.com/250865/article/ekathimerini/news/government-bans-travel-to-the-islands-for-non-residents  "
Greece,GRC,20200323,20200529,C6: Stay at home requirements,2,1,"the Greek government announced a ban on all nonessential transport and movement across the country, starting from 6 a.m on 23 March until 6 April. Movement is permitted only for a prescribed set of reasons that include moving to or from the workplace during normal business hours, shopping for food or medicine, visiting a doctor or assisting a person in need of help, exercising individually or in pairs or walking a pet, attending a ceremony (wedding, baptism, funeral etc.), Journeys by car are only permitted for the specific exemptions, and the driver may only have one passenger in the vehicle  /web/20200426120742/https://www.in.gr/2020/03/22/greece/apagoreysi-kykloforias-analytikos-odigos-pou-tha-epitrepetai-metakinisi-ti-tha-isxysei-gia-tous-ergazomenous/  /web/20200426121254/https://greekcitytimes.com/2020/03/23/the-greek-lockdown-explained-the-dos-and-donts/"
Greece,GRC,20200323,20200503,C7: Restrictions on internal movement,2,1,"Greece will impose a total ban on public movement as of 6 a.m. Monday to stem the spread of the novel coronavirus, Prime Minister Kyriakos Mitsotakis said Sunday in a televised address. Movement is permitted only for a prescribed set of reasons that include moving to or from the workplace during normal business hours, shopping for food or medicine, visiting a doctor or assisting a person in need of help, exercising individually or in pairs or walking a pet, attending a ceremony (wedding, baptism, funeral etc.), Journeys by car are only permitted for the specific exemptions, and the driver may only have one passenger in the vehicle  /web/20200426120742/https://www.in.gr/2020/03/22/greece/apagoreysi-kykloforias-analytikos-odigos-pou-tha-epitrepetai-metakinisi-ti-tha-isxysei-gia-tous-ergazomenous/  https://web.archive.org/web/20200504094904/https://www.aa.com.tr/en/europe/greece-to-go-on-total-lockdown-prime-minister/1775375  "
Greece,GRC,20200323,20210607,H8: Protection of elderly people,3,1,"Visiting the elderly in the aged care centers is banned and they operate only with medical and administrative staff. Many municipalities have put operational measures in place for the elderly, such as “tele-help” and “taking care of the house”. They are given a free set of “smart home” sensors to monitor them online from the responsible care center. Municipalities also receive phone calls from elderly in need for food, medicines, prescriptions and urgent interactions with the public entities and offer their services. In this way it is not necessary to circulate in the crowding of markets, pharmacies and supermarkets.     https://web.archive.org/web/20201209215737/http://www.enicbcmed.eu/tec-med-covid-19-situation-greece"
Greece,GRC,20200325,20200531,E1: Income support,1,1,"Financial support which will amount to EUR 800 to be provided to freelancers, self-employed and individual business owners. See: https://web.archive.org/web/20200504182919/https://home.kpmg/xx/en/home/insights/2020/04/greece-government-and-institution-measures-in-response-to-covid.html  See also (unable to archive link) - https://www.pwc.com/gx/en/services/tax/navigate-the-tax-measures-in-response-to-Covid-19.html?c=Greece&workforce=individual-and-employment-taxes"
Greece,GRC,20200325,20200803,E2: Debt/contract relief,1,," 25% discount on social security contributions pertaining to February and March 2020 will be provided to freelancers, self-employed and individual business owners, in case they are paid in due time, unless said beneficiaries opted for a suspension. See: https://web.archive.org/web/20200504182919/https://home.kpmg/xx/en/home/insights/2020/04/greece-government-and-institution-measures-in-response-to-covid.html"
Greece,GRC,20200408,20200622,H2: Testing policy,2,,"Limited testing for suspected cases.    Source: https://web.archive.org/web/20200422201609/https://www.ekathimerini.com/251466/article/ekathimerini/news/greece-launches-500-mobile-covid-19-testing-units"
Greece,GRC,20200428,20200503,H6: Facial Coverings,1,1,"Greek health authorities are urging the country’s residents to wear a mask at all times particularly in public spaces where contact with others is inevitable in efforts to keep the spread of Covid-19 in check.    As the government prepares to start easing restrictions on movement next week, Health Ministry spokesman Sotiris Tsiodras underlined the importance of wearing face masks in closed public areas to avert the spread of the coronavirus and said health authorities are working on an infomercial with instructions on how to make them. The use of masks on public transport is particularly important, Tsiodras said, noting that the use of surgical masks is not necessary and home-made masks, made of either paper or fabric, are also effective, in line with European Center for Disease Prevention and Control guidelines.     https://web.archive.org/web/20201018160429/https://greekcitytimes.com/2020/04/28/citizens-required-to-wear-masks-in-public-sotiris-tsiodras/  https://web.archive.org/web/20200609172454/https://news.gtp.gr/2020/04/29/greece-sets-face-mask-rule-contain-covid-19-spread/  https://web.archive.org/web/20200609071246/https://www.ekathimerini.com/252245/article/ekathimerini/news/advice-on-use-of-face-masks-against-covid-19"
Greece,GRC,20200504,20200529,C7: Restrictions on internal movement,2,0,"  In order for the first phase of easing the restrictive measures to have the expected results, the Government decided to limit the movement of citizens within the limits of the relevant Regional Unit. In the case of Attica, the traffic restriction is done within the limits of the Region. For the whole country, travel to the islands located in the same Region is excluded.    The restriction is valid for the period from 4.5.2020 to 18.5.2020.    JMC No. ?1a / G?.???. 27818, Government Gazette ??1648 / 03.05.2020    https://web.archive.org/save/https://covid19.gov.gr/menoume-asfalis-periorismos-tis-kykloforias-ton-politon-entos-tis-periferiakis-enotitas/"
Greece,GRC,20200504,20200928,H6: Facial Coverings,2,1,"With the lifting of most lockdown measures, users of public transport will be required to wear masks and keep their distance from each other in Greece. Fines of 150€ for non-compliance are being enforced.  https://web.archive.org/web/20201018160801/https://www.thenationalherald.com/archive_general_news_greece/arthro/masks_distancing_now_required_for_greek_public_transport-271601/  https://web.archive.org/web/20201018160955/https://www.garda.com/crisis24/news-alerts/337716/greece-government-to-ease-covid-19-restrictions-from-may-4-update-18  https://web.archive.org/web/20201001052148/https://greekcitytimes.com/2020/04/29/how-will-greece-gradually-reopen-after-the-pandemic/"
Greece,GRC,20200505,20200928,C2: Workplace closing,1,1,"    In order to ensure the smooth restart of the business activity of the private sector while protecting public health from possible dispersal of the corona, the companies whose operation was suspended by order of a public authority or belonging to those affected by the effects of pandemic can adjust the working hours of their employees according to the time of operation of , as specified by the Ministry of Development and Investment. https://web.archive.org/save/https://covid19.gov.gr/prosarmogi-orariou-ergasias-ston-idiotiko-tomea/"
Greece,GRC,20200505,20200614,C3: Cancel public events,2,0,"https://web.archive.org/save/https://covid19.gov.gr/meriki-litourgia-athlitikon-egkatastaseon-gia-tin-proponisi-athliton-athlitikon-somation-ke-omilon/"
Greece,GRC,20200505,20200816,C4: Restrictions on gatherings,3,1,"  Many Greeks took advantage of their first weekend of regained freedom to sunbathe on the beaches near Athens.    Bookshops and hairdressers reopened May 4.  https://web.archive.org/web/20200511231755/https://www.bbc.co.uk/news/explainers-52575313"
Greece,GRC,20200511,20200531,C1: School closing,2,1,"The Government and the Ministry of Education and Religions, taking into account the unanimous proposal of the committee of experts, decided to gradually reopen the educational structures, taking all the necessary measures to protect public health.    The reopening of educational structures is as follows:    On Monday, May 11, the courses of the 3rd Lyceum will start again, while from Monday, May 18, 2020, the rest of the classes of the Lyceum and all the classes of the High School will follow.    Tuition centers and language centers follow the gradual reopening of the respective educational level  https://web.archive.org/save/https://covid19.gov.gr/menoume-asfalis-stadiaki-epanalitourgia-ton-ekpedeftikon-domon/"
Greece,GRC,20200530,20200928,C6: Stay at home requirements,1,1,"A mask or facial cover is mandatory in public transportation, taxis, elevators, hospitals, clinics and diagnostic centres.  Masks are recommended in supermarkets, hair salons and other enclosed spaces - suggests that people are recommended to stay at home, but if they go out, they need to observe these guidelines. See: https://web.archive.org/save/https://gr.usembassy.gov/covid-19-information/ "
Greece,GRC,20200530,20200917,C7: Restrictions on internal movement,1,1,"Travel by ferry to and from islands is permitted.  Masks are required.  Passengers must complete a health status questionnaire and submit to a temperature check prior to boarding for trips longer than 30 minutes. See: https://web.archive.org/save/https://gr.usembassy.gov/covid-19-information/ "
Greece,GRC,20200530,20220222,H3: Contact tracing,2,,"The first COVID-19 case was diagnosed in Greece on February 26th. Contact tracing was initiated on the first and all subsequent confirmed cases, with all contacts being tested and isolated. See: https://web.archive.org/save/https://eody.gov.gr/en/current-state-of-covid-19-outbreak-in-greece-and-timeline-of-key-containment-events/"
Greece,GRC,20200601,20200621,C1: School closing,1,1,"It was decided by the Government to reopen the kindergartens, primary and special education schools of all levels from Monday, June 1, 2020.    This decision was based on the following factors:    First and foremost, in the unanimous proposal of the Public Health Emergency Management Committee by Infectious Diseases for the reopening of these school structures. This suggestion is certainly linked to the steadily declining course of the epidemic, with children having a harder time transmitting and transmitting the virus, and now that the temperature is rising, the safest time to open schools is epidemiologically. Since the beginning of this health crisis, we have had the privilege of being guided by an excellent team of experts, whose recommendations we follow with very good, internationally recognized results. So we go now, and we thank them warmly.  The overall de-escalation of measures has been very positive. As for schools, the previous experience of opening high schools and lyceums is very encouraging. The protection and prevention measures are modeled on the members of the educational community and everything has gone extremely smoothly.  We must ensure the return of all students to their physical space, which is none other than school. The long absence from school hinders their learning process, their spiritual, social, mental development. Primary school students are already out of school for almost 3 months, and would have been there for a total of 6 months if the schools had not been opened now. There can be no regularity without open schools.  Children are safer in school, where they follow rules and follow protection and prevention measures, rather than in neighborhoods and squares without rules. There is no better place than school to adapt and get children used to the new reality. To learn to pay more attention to every aspect of their daily lives.  Open schools reduce social inequalities and empower children from more vulnerable family backgrounds. Students who do not have modern technological equipment, students who experience tension in their family environment, students of the smallest mainly classes who do not have family guidance for distance education.  Regarding special schools, students attending these schools have a special need to be back in their school environment, with their teachers and classmates. And they obviously need it for their learning development but also for their psycho-emotional and social development.  I now turn to how these educational structures reopen:    Regarding primary and secondary schools, they will reopen on Monday, June 1. Classes will be extended until Friday, June 26 (instead of June 15), while for teachers as a whole, the end of the school year will be June 30. For substitute teachers, their contracts will be extended until June 30.  School and kindergarten departments will operate with up to 15 students at a time and with a distance of 1.5 meters on the desks, which will have the same orientation. If the students exceed 15, then the department will be divided into 2 sub-departments, and will operate in rotation, Monday-Wednesday-Friday one, Tuesday-Thursday the other, and next week the opposite. If the students do not exceed 15, then the class will be open daily.  There will be antiseptics in the rooms, cleaning is provided twice a day, both during and after school. Special legislation and additional funds have been provided for the amendment of the contracts of the cleaning staff, as well as the possibility for the recruitment of additional cleaning staff. We thank the Ministry of Interior and the Municipalities for the excellent cooperation in this area.  Breaks are provided at different times to reduce congestion, and canteens are not allowed to operate.  Natural ventilation of the rooms is provided, the use of the mask is optional for teachers and students (both at school and on school buses), special EODY instructions will be sent in the coming days to all primary education structures, and a significant part of the first day will be dedicated to explanation of these instructions. There is a special concern for teachers who fall into the category of special leave of absence as defined by the Ministry of Interior. There is also the possibility of a student being absent, on the basis of a simple responsible statement from a parent or guardian about the existence of a person in the home who belongs to an increased risk group or who is ill.  There is the possibility of modern distance learning by teachers for those students who fall into categories that justify their absence.  For the time being, all-day schools will not be open.  For special schools: they will reopen on June 1st to June 12th for secondary school and until June 26th for primary school. The competent subcommittee of infectious diseases specialists is meeting today to give special instructions for the reopening of the special education units. There will be strict protection measures    https://web.archive.org/web/20200618002455/https://www.minedu.gov.gr/news/45093-25-05-20-omilia-tis-ypourgoy-paideias-thriskevmaton-nikis-kerameos-gia-ta-dimotika-sxoleia-kai-nipiagogeia-2"
Greece,GRC,20200601,20220118,E1: Income support,2,0,"In addition to prior support through the indemnity and focused income support, from 1 June until at least 30 September, the Greek government provides 60% income support through the COOPERATION program funded by European SURE initiative in the formal sector.  ""The state undertakes the obligation of replacement by 60% of the employee's income for the time that the employee will not work. In addition, in the event that the net remuneration after the above adjustment falls short of the minimum wage, the difference will be fully covered by the state.""  http://archive.fo/9J9Qv"
Greece,GRC,20200615,20200712,C3: Cancel public events,0,,"Museums reopen on June 15, 2020 , complying with all necessary protection measures. Special safe use protocols are applied, adapted to the specifics of each Museum, which define not only the maximum number of visitors, but also the safe routes of browsing and viewing, entrance and exit.  http://archive.fo/iF4ul"
Greece,GRC,20200615,20200701,C8: International travel controls,1,,"The list of countries that have been ""opening the borders"" for tourists since June 15, with flights to Athens and Thessaloniki, is announced .    The list of 29 countries was formed after a study of the epidemiological profile of the countries of origin of tourists and after taking into account yesterday's announcements of the European Air Safety Agency (EASA), as well as the relevant recommendation of the Infectious Diseases Committee.    Visitors from the following countries will be sampled.    The existing rules still apply to all other countries.    The list, which will be expanded starting on July 1, will be announced in time. In any case, epidemiological monitoring and evaluation will be ongoing.     In detail, the list of countries is as follows:     Albania, Australia, Austria, Northern Macedonia, Bulgaria, Germany, Denmark, Switzerland, Estonia, Japan, Israel, China, Croatia, Cyprus, Latvia, Lebanon, Lithuania, Malta, Montenegro, Romania, New Zealand, Norway , Serbia, Slovakia, Slovenia, Czech Republic, Finland.    https://web.archive.org/web/20200618005955/https://covid19.gov.gr/i-lista-me-tis-chores-pou-apo-tis-15-iouniou-anigoun-ta-synora-gia-tous-touristes-me-aeroporikes-ptisis-pros-athina-ke-thessaloniki/"
Greece,GRC,20200622,20200626,C1: School closing,3,0,"A spike in Covid-19 cases led to the closure of schools in the small town of Paramythia in Thesprotia (Epirus region) on Monday, in a bid to contain the spread of the novel virus.    http://archive.fo/v20ro"
Greece,GRC,20200623,20201209,H2: Testing policy,3,,"""The National Health Organization (EODY) on Tuesday launched the country’s first drive-through center for Covid-19 diagnostic tests on the outskirts of Xanthi, northern Greece, where there has been a spike in infections.""  http://archive.fo/m6oHQ"
Greece,GRC,20200627,20200907,C1: School closing,1,1,"The extended school term ended on 26 June. COVID-19 related school closures are no longer in place except for safety measures, and the 2020-2021 school year is set to open on 7 September, 2020.    Earlier reopening announcement from the Minister of Education:  ""Regarding primary and secondary schools, they will reopen on Monday, June 1. Classes will be extended until Friday, June 26 (instead of June 15), while for teachers as a whole, the end of the school year will be June 30. For substitute teachers, their contracts will be extended until June 30.""  https://web.archive.org/web/20200618002455/https://www.minedu.gov.gr/news/45093-25-05-20-omilia-tis-ypourgoy-paideias-thriskevmaton-nikis-kerameos-gia-ta-dimotika-sxoleia-kai-nipiagogeia-2    News statement on the upcoming school year dates:  ""The new school year (2020-2021) will start on September 7 nationwide to cover the material that was left out in the previous term after schools were closed to halt the spread of the coronavirus, the Education Ministry announced on Thursday.""  https://archive.vn/ymdqA"
Greece,GRC,20200702,20210801,C8: International travel controls,3,,"Greek borders open some to international (EU and select other countries) visitors, but with screening - explicit ban on visitors from Sweden and United Kingdom   http://archive.vn/0w86H"
Greece,GRC,20200713,20200731,C3: Cancel public events,2,1,"Temporary ban on fairs and other related public open events until 31 July:  ""In view of the protection of public health, for precautionary reasons it is temporarily prohibited in the whole Territory, for the period from 13.7.2020 to 31.7.2020, the holding of festivals or other corresponding public open events of local or non-local character by private or non-private organizations.""  http://archive.fo/1aIgm  "
Greece,GRC,20200801,20200812,C3: Cancel public events,0,,"Restrictions ended on August 1, 2020. "
Greece,GRC,20200804,,E2: Debt/contract relief,2,,"""State contribution for the repayment of loans with collateral in the main residence for borrowers who have been affected by the adverse effects of the coronavirus"" implemented from August 4, 2020.   The State contributes to the repayment of all types of loans of private or legal entities to financial institutions, for up to 9 months. People who have been proven to be affected by the COVID-19 coronavirus pandemic are eligible, as well as their spouses and dependents. https://web.archive.org/web/20200808152748/https://covid19.gov.gr/synisfora-dimosiou-gia-tin-apopliromi-danion-me-ebragmates-exasfalisis-stin-kyria-katikia-gia-danioliptes-pou-echoun-pligi-apo-tis-dysmenis-synepies-tou-koronoiou/"
Greece,GRC,20200813,20200928,C3: Cancel public events,2,1,"Public events throughout the country are suspended until 31 August. Any individual who violates this suspension will be fined 150 euros.  (source: http://archive.vn/Yvoqm)"
Greece,GRC,20200817,20200907,C4: Restrictions on gatherings,3,0,"Regional gathering restrictions:    - Operation of health stores prohibited from 11.00 pm. until 7.00 a.m. of the next day; operation of public markets and open-air markets is suspended; holding of any entertainment events involving the presence of the public is suspended . Applicable in the following locations: within the local community of Ampelona of the Municipality of Tyrnavos, Larissa (until 20/08); the Municipality of Poros (until 17/08); Municipality of Paros and Antiparos (until 24/08); the Region of Attica (including all the islands of the Saronic Gulf and Kythira); the Region of Crete and the Region of Eastern Macedonia and Thrace; the Regional Units of Thessaloniki, Halkidiki, Larissa and Corfu; the Municipalities of Mykonos, Paros, Santorini, Volos, Katerini, Rhodes, Antiparos, Zakynthos and Kos (unti l24/08) (source: http://archive.vn/5D7Ml; http://archive.vn/aL8qw)    - A limit of 50 people until August 24 for all public and social events and gatherings, except those to which special rules apply, such as restaurants, theaters, cinemas. Applicable in the following locations: the Region of Attica (including all the islands of the Saronic Gulf and Kythira); the Region of Crete and the Region of Eastern Macedonia and Thrace; the Regional Units of Thessaloniki, Halkidiki, Larissa and Corfu; the Municipalities of Mykonos, Paros, Santorini, Volos, Katerini, Rhodes, Antiparos, Zakynthos and Kos (source: http://archive.vn/aX9al)    - Temporary ban of operation in the whole Territory of the private enterprises in relation to the following activities: services provided by Open Center for the Protection of the Elderly; table gambling services; casino services; discos (that don’t offer drinks or food). Applicable until 31 August (source: http://archive.vn/HxQD0)."
Greece,GRC,20200908,20200913,C1: School closing,3,1,"http://web.archive.org/web/*/https://www.aa.com.tr/en/europe/greece-virus-fears-push-back-school-opening-1-week/1960212    Increased cases cause delay of school reopening to 14/09/2020"
Greece,GRC,20200908,20200928,C4: Restrictions on gatherings,3,1,"http://web.archive.org/web/*/https://www.gov.uk/foreign-travel-advice/greece/coronavirus#:~:text=A%20ban%20on%20gatherings%20of,indoor%20and%20outdoor%20public%20spaces    All gatherings over 50 cancelled     As well as any event with standing attendees "
Greece,GRC,20200914,20201101,C1: School closing,1,1,"Updated to 1G based on new definition of C1 as social distancing and class size limits are in place  http://web.archive.org/web/20201011055844/https://www.pri.org/stories/2020-10-07/we-dont-want-another-lost-school-year-widespread-protests-greece-over-lack"
Greece,GRC,20200918,20201011,C7: Restrictions on internal movement,1,0,"http://web.archive.org/web/*/https://www.gov.uk/foreign-travel-advice/greece/coronavirus    Movement between islands is restricted and subject to individual quaratine based on island rules "
Greece,GRC,20200929,20201011,C2: Workplace closing,1,0,""" Pella, Pieria, Imathia, Kilkis, Lesvos, Zakynthos (Zante), Mykonos, Halkidiki, Chania and Heraklion (Crete)  Local restrictions in place:  Prohibition of operation for restaurants, bars, clubs, entertainment venues etc. starting midnight until 5am.  Suspension of all retail sale of goods, such as kiosks, mini markets (including those located in gas stations), liquor stores, tobacco stores, grocery stores, bakeries, confectioneries starting midnight until 5am. Pharmacies, gas stations and vending machines are excluded, except for sale of alcoholic beverages.  Operation of outdoor grocery markets at 50% capacity, with mandatory use of a mask for producers and consumers, with a distance of 5 meters between the counters.  Suspension of operation for all outdoor markets.  In restaurants/bars etc. a maximum number of 4 people per table is allowed, unless they are first degree relatives where up to 6 people are allowed.""    http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus  "
Greece,GRC,20200929,20201106,C3: Cancel public events,2,0,"""Local restrictions are in place in the regions of Attica, which includes the islands of Angistri, Aegina, Hydra, Kythira, Poros, Salamis and Spetses. These include:  Strong recommendation for the use of face masks by everyone in all outdoor spaces; limits on the capacity of public markets, and outdoor cinema and theatre screenings ;  A maximum limit of 20 people are allowed to attend weddings, christenings or funerals;  A ban on the holding of any concerts, and on indoor cinema and theatre screenings;  A ban on gatherings of more than 9 people, either indoors or outdoors;""  http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus"
Greece,GRC,20200929,20201106,C4: Restrictions on gatherings,4,0,"""Local restrictions are in place in the regions of Attica, which includes the islands of Angistri, Aegina, Hydra, Kythira, Poros, Salamis and Spetses. These include:  Strong recommendation for the use of face masks by everyone in all outdoor spaces; limits on the capacity of public markets, and outdoor cinema and theatre screenings ;  A maximum limit of 20 people are allowed to attend weddings, christenings or funerals;  A ban on the holding of any concerts, and on indoor cinema and theatre screenings;  A ban on gatherings of more than 9 people, either indoors or outdoors;""  http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus"
Greece,GRC,20200929,20201106,C5: Close public transport,1,0,"""Local restrictions are in place in the regions of Attica, which includes the islands of Angistri, Aegina, Hydra, Kythira, Poros, Salamis and Spetses. These include:  Strong recommendation for anyone aged 65 and over to self-isolate for the next 14 days, whilst limiting their movement to only what is absolutely necessary, avoiding contact with anyone other than members of their immediate family and avoiding use of public transport;""  http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus"
Greece,GRC,20200929,20201106,C6: Stay at home requirements,1,0,"C6=1t      ""Local restrictions are in place in the regions of Attica, which includes the islands of Angistri, Aegina, Hydra, Kythira, Poros, Salamis and Spetses. These include:  Strong recommendation for anyone aged 65 and over to self-isolate for the next 14 days, whilst limiting their movement to only what is absolutely necessary, avoiding contact with anyone other than members of their immediate family and avoiding use of public transport;""  http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus"
Greece,GRC,20200929,20201106,H6: Facial Coverings,4,0,"""Pella, Pieria, Imathia, Kilkis, Lesvos, Zakynthos (Zante), Mykonos, Halkidiki, Chania and Heraklion (Crete)  Local restrictions in place:    Mandatory use of mask both outdoors and indoors, as well as on public transport""    http://web.archive.org/web/20201011054526/https://www.gov.uk/foreign-travel-advice/greece/coronavirus"
Greece,GRC,20201012,20201130,C2: Workplace closing,2,0,"Level 4 restrictions require several retail sectors to close:  https://web.archive.org/web/20201023141339/https://covid19.gov.gr/covid-map/"
Greece,GRC,20201012,20201106,C7: Restrictions on internal movement,2,0,"Current Greek Covid measures across 4 tiers as of 23rd October 2020 can be seen here:  https://web.archive.org/web/20201023141339/https://covid19.gov.gr/covid-map/"
Greece,GRC,20201102,20201206,C1: School closing,2,1,"new measures in place: high schools closed as well as universities  primary schools remain open    https://web.archive.org/save/https://covid19.gov.gr/nea-metra-leitourgeias-ekpaidevtikon-domon-sto-plaio-ton-ektakton-metron-prostasias-tis-dimosias-ygeias-apo-ton-kindyno-peraitero-diasporas-tou-koronoiou-sars-cov-2-sto-synolo-tis-epikrateias-gia-to-d/"
Greece,GRC,20201107,20210517,C3: Cancel public events,2,1,"public events are cancelled  https://web.archive.org/web/20201108174954/https://covid19.gov.gr/covid-map"
Greece,GRC,20201107,20210705,C4: Restrictions on gatherings,4,1,"private gatherings are also cancelled  https://web.archive.org/web/20201108174954/https://covid19.gov.gr/covid-map"
Greece,GRC,20201107,20210227,C5: Close public transport,1,1,"restriction rules now are country-wide  ""Authorities have set a maximum 65 percent capacity on public transport over the three-week lockdown in order to curb the spread of the coronavirus, while taxis are only allowed to carry one passenger.""    https://web.archive.org/web/20201115183238/https://www.ekathimerini.com/258933/article/ekathimerini/news/transport-rules-during-lockdown"
Greece,GRC,20201107,20210227,C6: Stay at home requirements,2,1,"curfew in place  https://web.archive.org/web/20201108174954/https://covid19.gov.gr/covid-map"
Greece,GRC,20201107,20210131,C7: Restrictions on internal movement,2,1,"Hyper-local movements between Regional Units are prohibited, with the exception of:    health reasons  professional reasons  return to permanent residence  family reunification    https://web.archive.org/web/20201108174954/https://covid19.gov.gr/covid-map"
Greece,GRC,20201107,20210131,H6: Facial Coverings,4,1,"new lockdown measures country wide  https://web.archive.org/web/20201108174954/https://covid19.gov.gr/covid-map"
Greece,GRC,20201201,20210227,C2: Workplace closing,2,1,"Some non-essential sectors remain open during the current lockdown, which is in effect until 14 December 2020 nationwide.    Seasonal shops, selling only Christmas items, reopened on Monday 7 December for a few days. By the end of the week, the government will make further decisions on the operation of churches, hair salons and the retail sector, Petsas said.    https://web.archive.org/web/20201209185340if_/https://www.reuters.com/article/idUSKBN28H1GL"
Greece,GRC,20201207,20210110,C1: School closing,3,1,"From 7 December 2020 through 14 December 2020, all schools (including higher education institutions) are physically closed.    https://web.archive.org/web/20201209182307/https://covid19.gov.gr/leitourgia-scholeion-pasis-fysis-ekpaideftikon-domon-aei-kai-choron-latreias-gia-to-diastima-apo-ti-deftera-7-dekemvriou-2020-kai-ora-600-eos-kai-ti-deftera-14-dekemvriou-2020-kai-ora-600-2/"
Greece,GRC,20201210,20210222,H2: Testing policy,2,,"COVID-19 tests are available at many major hospitals in Greece, as well as the Athens Eleftherios Venizelos Airport (at Arrivals level between entrances 2-3). Testing is paid by the individual being tested.  The average cost for COVID-19 testing is 100-120 euros. Patients needing COVID-19 tests or exhibiting possible symptoms may contact the COVID-19 hotline at 1135 for guidance on testing and referral for medical care.  https://web.archive.org/web/*/https://gr.usembassy.gov/covid-19-information/"
Greece,GRC,20201227,20201229,H7: Vaccination policy,1,1,"A:    Pfizer vaccine    December 27: the first vaccinations will be performed in the reference hospitals of Attica to frontline health workers(Attiko, Evangelismos, Sotiria, Thriasio, Asklipieio Voulas).      Source:   http://web.archive.org/web/20210103143553/https://eody.gov.gr/erotiseis-kai-apantiseis-schetika-me-ton-emvoliasmo-gia-ton-koronoio-sars-cov-2/     http://web.archive.org/web/20210103143655/https://news.gtp.gr/2020/12/21/greece-announces-when-general-population-will-receive-covid-19-vaccine/"
