CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1E_Income support,E1E_Flag,E1_Notes,E2E_Debt/contract relief,E2_Notes,E3E_Fiscal measures,E3_Notes,E4E_International support,E4_Notes,H1E_Public information campaigns,H1E_Flag,H1_Notes,H2E_Testing policy,H2_Notes,H3E_Contact tracing,H3_Notes,H4E_Emergency investment in healthcare,H4_Notes,H5E_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7E_Vaccination policy,H7E_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1E_Wildcard,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_NonVaccinated_ForDisplay,StringencyIndex_Vaccinated,StringencyIndex_Vaccinated_ForDisplay,StringencyIndex_SimpleAverage,StringencyIndex_SimpleAverage_ForDisplay,StringencyIndex_WeightedAverage,StringencyIndex_WeightedAverage_ForDisplay,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_NonVaccinated_ForDisplay,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_Vaccinated_ForDisplay,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_SimpleAverage_ForDisplay,GovernmentResponseIndex_WeightedAverage,GovernmentResponseIndex_WeightedAverage_ForDisplay,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_NonVaccinated_ForDisplay,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_Vaccinated_ForDisplay,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_SimpleAverage_ForDisplay,ContainmentHealthIndex_WeightedAverage,ContainmentHealthIndex_WeightedAverage_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220101,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7733,129,Over 50%,27.78,27.78,27.78,27.78,27.78,27.78,,,39.58,39.58,39.58,39.58,39.58,39.58,,,45.24,45.24,45.24,45.24,45.24,45.24,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220102,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7743,129,Over 50%,27.78,27.78,27.78,27.78,27.78,27.78,,,39.58,39.58,39.58,39.58,39.58,39.58,,,45.24,45.24,45.24,45.24,45.24,45.24,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220103,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,"The UT of Andaman & Nicobar Islands run public information campaigns on covid-19 awareness and vaccination availability through various mediums.    Archived Link: https://web.archive.org/web/20220614045647/https://southandaman.nic.in/covid-19/",3.00,,1.00,"The South Andaman District puts special emphasis on continued focus on the fivefold strategy , i.e, Test-Treat-Track-Vaccination and adherence to  COVID appropriate behaviours, i.e., wearing of face masks and maintaining safe social distancing in all public areas/gatherings to control any surge of the cases of COVID-19-Variant of Concern (VoC), ""OMICRON"".    Archived Link: https://archive.ph/UT5U9",,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,"Port Blair: Covid Vaccination drive for 15 to 18 yrs. began from January 03 2022; Around 23,000 children to be administered with Covaxin.    Archived Link: https://web.archive.org/web/20220614044808/https://timesofindia.indiatimes.com/india/covaxin-only-vaccine-option-for-children-in-15-18-years-age-group-govt/articleshow/88527353.cms",1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7763,129,Over 50%,27.78,27.78,27.78,27.78,27.78,27.78,,,39.58,39.58,39.58,39.58,39.58,39.58,,,45.24,45.24,45.24,45.24,45.24,45.24,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220104,2.00,1,,,,,2.00,1,"Grades 1-6 return to online schooling. Grades 7 and higher come to school on alternate days.   https://web.archive.org/web/20220509181004/http://www.andamansheekha.com/101218/  Port Blair, Jan 03: Classes from 1 to 6 of all Schools of all management (Govt./ Govt. Aided/Private/ Local Bodies/ KV/JNV) across Andaman and Nicobar Islands will remain closed as a precautionary measure for two weeks from 04 January 2022.    According to the release issued by the Directorate of Education the remaining classes of all management schools and other activities shall be conducted as per new direction which is:    Physical Classes from Classes VII to IX will be conducted on alternate days with immediate effect for two weeks. Physical Classes from Class X to XII will be conducted on daily basis being senior and Board class students.",0.00,,,,,,0.00,,"No measures for workplace closing however all establishments to be opened only till 9 pm with 70% capacity with strict following of covid appropriate behaviour.  All shops selling essential and non-essential items/hotels and restaurants (till 9 pm)/liquor shops/playgrounds/parks/stadiums/religious/social/sports events/gymnasiums/yoga institutes/social gatherings/theatres/academic gatherings all allowed only till 70% of capacity.    Archived Link: https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",1.00,1,,,,,1.00,1,"All shops selling essential and non-essential items/hotels and restaurants (till 9 pm)/liquor shops/playgrounds/parks/stadiums/religious/social/sports events/gymnasiums/yoga institutes/social gatherings/theatres/academic gatherings all allowed only till 70% of capacity.    Archived Link: https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",2.00,1,,,,,2.00,1,"All shops selling essential and non-essential items/hotels and restaurants (till 9 pm)/liquor shops/playgrounds/parks/stadiums/religious/social/sports events/gymnasiums/yoga institutes/social gatherings/theatres/academic gatherings all allowed only till 70% of capacity.    Archived Link: https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",1.00,1,,,,,1.00,1,"All public transport and buses to ply with 70% capacity.  Archived Link: https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",2.00,1,,,,,2.00,1,"Night Curfew from 10 pm to 5 am with no movement of people and materials after 9 pm except for medical emergencies and production of valid documents and e-passes.  Archived Link: https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",2.00,1,,,,,2.00,1,"All internal movements to be restricted after 9 pm and only essential services and services allowed as per District Magistrates' order to be allowed with valid documents/passes issued by concerned authorities.  Archived Link:   https://web.archive.org/web/20220613164637/https://cdn.s3waas.gov.in/s3352fe25daf686bdb4edca223c921acea/uploads/2022/01/2022011019.pdf",2.00,,,2.00,"NO CHANGE IN POLICY: The SOP mentions screening and quarantine regulations.  Archived Link: https://web.archive.org/web/20210920133703/https://www.andamantourism.gov.in/admin-pannel/whatsnew/1-76-SOP%20Testing.pdf",,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7799,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220105,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7824,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220106,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7848,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220107,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7889,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220108,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,7975,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220109,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,,1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,8150,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20220110,2.00,1,,,,,2.00,1,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,1.00,1,,,,,1.00,1,,2.00,1,,,,,2.00,1,,2.00,1,,,,,2.00,1,,2.00,,,2.00,,,,,,,,,,,2.00,1,,3.00,"""A. In community settings:  1. Symptomatic (cough, fever, sore throat, loss of taste and/or smell, breathlessness and/or  other respiratory symptoms) individuals.  2. At-risk contacts of laboratory confirmed cases.  [At-risk contacts are elderly (>60yr) and individuals with co-morbidity such as diabetes,  hypertension, chronic lung or kidney disease, malignancy, obesity etc].  3. Individuals undertaking international travel (as per country-specific requirements).  4. International travelers arriving at Indian airports/seaports/ports of entries as per laid down  guidelines.""  https://web.archive.org/web/20220127184131/https://www.icmr.gov.in/pdf/covid/strategy/Advisory_COVID_Testing_10012022.pdf",1.00,,,,0.00,,4.00,1,,,,,4.00,1,,5.00,1,,1.00,1,,,,,1.00,1,,,,,,,,,,,,,,,,,,8246,129,Over 50%,59.26,59.26,59.26,59.26,59.26,59.26,,,57.29,57.29,57.29,57.29,57.29,57.29,,,65.48,65.48,65.48,65.48,65.48,65.48,,,,
